, etot, eang, etor, evdw, ehb, ecoul, density
83 , -574.27372544 , 4.86622865 , 7.82032169 , 101.91694818 , -0.30143537 , -17.09566363 , 1.9363787236536731
84 , -574.25719204 , 5.13326994 , 7.65814592 , 102.03021341 , -0.28886862 , -17.20273958 , 1.9601282640796622
85 , -574.27371092 , 4.86815253 , 7.82020509 , 101.91694684 , -0.30128515 , -17.09952025 , 1.9366957991247233
86 , -574.27370244 , 4.86656431 , 7.82079798 , 101.91852152 , -0.30141534 , -17.09600941 , 1.9364211223102308
87 , -574.27335877 , 4.86955508 , 7.82185456 , 101.91540839 , -0.30103855 , -17.09548355 , 1.936660538955064
88 , -574.27364811 , 4.86778924 , 7.82105978 , 101.91951697 , -0.30132752 , -17.09688994 , 1.9365436666046487
89 , -574.25741948 , 5.13249113 , 7.65932687 , 102.03068017 , -0.2891247 , -17.20318031 , 1.9602940326341074
90 , -574.2574649 , 5.13256205 , 7.65983746 , 102.02886682 , -0.28923535 , -17.20297357 , 1.9604048810187529
91 , -574.25774396 , 5.13030099 , 7.66252606 , 102.02749582 , -0.28964721 , -17.2034665 , 1.9606027436972344
92 , -574.27374117 , 4.86636027 , 7.8190692 , 101.91741967 , -0.30142839 , -17.09515844 , 1.9366689684470364
93 , -574.27375777 , 4.86580092 , 7.8193414 , 101.91650794 , -0.30156812 , -17.09751319 , 1.936514589382977
94 , -574.27337251 , 4.87085063 , 7.82180475 , 101.91809947 , -0.30100384 , -17.09975016 , 1.936937837597211
95 , -574.27374107 , 4.86649316 , 7.81870212 , 101.91745229 , -0.30150043 , -17.09657212 , 1.9368335722078713
96 , -574.27370299 , 4.86860507 , 7.81904278 , 101.91333509 , -0.30130206 , -17.10246666 , 1.93716359037483
97 , -573.91412356 , 5.01227695 , 7.57189209 , 102.04713842 , -0.22477517 , -16.16762996 , 1.913600389175353
98 , -574.23643686 , 4.55220552 , 7.9456395 , 101.50352036 , -0.27424592 , -16.55906215 , 1.8651192168842048
99 , -573.87711352 , 5.11639072 , 7.62218921 , 102.23229271 , -0.27359864 , -16.58370382 , 1.7905680164625308
100 , -574.08686723 , 5.25915024 , 7.56716801 , 102.59338752 , -0.26362296 , -16.78625385 , 1.8537085765912136
101 , -574.01845842 , 5.31691433 , 7.43321285 , 102.74005201 , -0.26773946 , -16.54584273 , 1.9141897078903631
102 , -574.27363537 , 4.86830774 , 7.81915038 , 101.91733414 , -0.30133843 , -17.0949584 , 1.9371540765489064
103 , -574.25799776 , 5.12559057 , 7.66902378 , 102.0248582 , -0.29081306 , -17.20429433 , 1.9602010655866933
104 , -574.25785526 , 5.13009646 , 7.6634164 , 102.02642478 , -0.28984021 , -17.20403943 , 1.9606414818513203
105 , -573.91492597 , 5.00791096 , 7.57441951 , 102.05171569 , -0.22830076 , -16.188936 , 1.9130674870718634
106 , -574.0073373 , 4.76142782 , 7.67474526 , 101.69254653 , -0.22790372 , -16.10445633 , 1.892745018115499
107 , -574.25765434 , 5.13141272 , 7.66130492 , 102.0267415 , -0.28947467 , -17.20320082 , 1.9604852642019557
108 , -574.27325276 , 4.87430355 , 7.8203122 , 101.91102368 , -0.3005843 , -17.10463496 , 1.9377081694092353
